genero,especie,numero,fechapol,fechamad,codigo,ubicacion,responsable,cantidad,disponible,archivo_origen
Psychopsis,versteegiana x Rodriguezia lanceolata,H-002513,21-sep-23,17-feb-24,PRH17773,V-0,HUGO ROCANO,1,0,HIBRID_STEFY.XLS
Coryhopea,Ecuagenera x Stanhopea candida,H-002514,10-nov-23,17-feb-24,PRH17774,V-0,HUGO ROCANO,1,0,HIBRID_STEFY.XLS
Brassocattleya,Morning Glory rubra #14 x Brassolaeliocattleya Goldenzelle 'Lemon Chiffon',H-002515,03-Aug-23,17-feb-24,PRH17775,V-0,GUSTAVO PILLAJO,1,0,HIBRID_STEFY.XLS
Rhyncholaeliocattley,Odom's Amethyst Leopard x Cattleya Patricio Almeida,H-002516,10-oct-23,22-feb-24,PRH17782,V-0,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Rhyncattleanthe,Young-Min Orange 'Pangui Sunset' x Cattleya Aurora (1905),H-002517,12-sep-23,22-feb-24,PRH17783,V-31 M-51B,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Oncidium,Cabrio x Oncidium Gladys Eljuri,H-002518,02-mar-23,23-feb-24,PRH17784,V-0,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Masdevallia,MacInnes' Golden Heart x Masdevallia Harlequin Bay Island,H-002519,20-Dec-23,23-feb-24,PRH17785,V-25 M-6B,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Cattleya,Dominiana (1899) x Brassolaeliocattleya Goldenzelle 'Lemon Chiffon',H-002520,20-jul-23,17-feb-24,PRH17786,V-0,GUSTAVO PILLAJO,1,0,HIBRID_STEFY.XLS
Psychopsis,Kalihi x Trichocentrum carthagenense,H-002521,17-nov-23,19-feb-24,PRH17793,V-0,JORGE CASTILLO,1,0,HIBRID_STEFY.XLS
Paphinia,cristata x Stanhopea avicula,H-002522,21-sep-23,24-feb-24,PRH17794,V-0,JORGE CASTILLO,1,0,HIBRID_STEFY.XLS
Paphinia,hirtzii x Sievekingia marsupialis,H-002523,28-sep-23,24-feb-24,PRH17795,V-0,JORGE CASTILLO,1,0,HIBRID_STEFY.XLS
Brassocattleya,Maria Hatnay x Cattleya Gemma (1899),H-002524,25-oct-23,24-feb-24,PRH17796,V-0,JORGE CASTILLO,1,0,HIBRID_STEFY.XLS
Rhyncholaeliocattley,Kiat Tan 'Soberana' X Rhyncholaeliocattleya Village Chief Chanel x C. Chocolate Drop Kodama Am/aos,H-002525,01-may-23,26-feb-24,PRH17797,V-31 M-50B,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Brassocattleya,Maria Hatnay x Cattleya Carlitos G.,H-002526,05-Aug-23,26-feb-24,PRH17798,V-31 M-50B,CARLOS GUACHISACA,2,0,HIBRID_STEFY.XLS
Rhyncattleanthe,Haw Yuan Gold Yk#2 x Cattleya Gemma (1899),H-002527,14-jul-23,23-Jan-24,PRH17799,V-0,ANDRES FLORES,1,0,HIBRID_STEFY.XLS
Potinara,Ruby Ace 'Abe' x Cattleya Aurora (1905),H-002528,30-Aug-23,28-feb-24,PRH17803,V-0,GEOVANNY ZHIÑIN,1,0,HIBRID_STEFY.XLS
Dressleria,eburnea x Catasetum expansum,H-002529,05-Dec-23,28-feb-24,PRH17804,V-0,GEOVANNY ZHIÑIN,1,0,HIBRID_STEFY.XLS
Cattleya,Antonia Frering,H-002530,28-sep-23,28-feb-24,PRH17823,V-5 M-2B,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Brassocattleya,Ivan Portilla x Laelia tenebrosa,H-002531,20-sep-23,01-mar-24,PRH17824,V-0,CARLOS GUACHISACA,2,0,HIBRID_STEFY.XLS
Paphiopedilum,Pinocchio var. album x sib 'C.H. #3' x Paphiopedilum Kemp Tower,H-002532,09-Aug-23,04-mar-24,PRH17838,V-0,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Brassia,wageneri x Rodriguezia satipoana,H-002533,05-Dec-23,05-mar-24,PRH17839,V-0,HENRY LOZANO,2,0,HIBRID_STEFY.XLS
Odontioda,Gale Gettel 'rustic Canyon' x Oda Woodstir 'rustic Canyon' Hcc (hl1488) X Oda Nation Wood 'pink' x Oda Leon,H-002534,11-Apr-23,06-mar-24,PRH17840,V-0,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Laelia,purpurata var. alba x Rhyncholaeliocattleya Pastoral Inocence,H-002535,17-Aug-23,07-mar-24,PRH17841,V-32 M-7D,EDISON LOJANO,1,0,HIBRID_STEFY.XLS
Rhyncholaeliocattley,Kiat Tan x Rhyncholaeliocattleya Hsinying Joy 'Chief Wilson',H-002536,11-Apr-23,15-mar-24,PRH17856,V-31 M-50B,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Paphiopedilum,Vanguard x Paphiopedilum sanderianum,H-002537,11-oct-23,15-mar-24,PRH17857,V-5 M-3A,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Rhyncholaeliocattley,Machalena inverse crossing x Rlc. Caesar's Head 'Carolina Autumn',H-002538,01-feb-23,26-feb-24,PRH17858,V-0,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Potinara,Ruby Ace 'Abe' x Schomburgkia splendida,H-002539,30-Aug-23,16-mar-24,PRH17865,V-0,CARLOS GUACHISACA,2,0,HIBRID_STEFY.XLS
Psychopsis,versteegiana x Trichocentrum carthagenense,H-002540,17-nov-23,16-mar-24,PRH17866,V-0,JORGE CASTILLO,1,0,HIBRID_STEFY.XLS
Tolumnia,Jairak Firm 'Big Bang' x Oncidium Jiuhbao Gold 'Tainan',H-002541,19-Jan-24,16-mar-24,PRH17867,V-0,JORGE CASTILLO,2,0,HIBRID_STEFY.XLS
Tolumnia,Jairak Rainbow 'Hybrid' x Rodriguezia lanceolata,H-002542,17-nov-23,16-mar-24,PRH17868,V-0,JORGE CASTILLO,2,0,HIBRID_STEFY.XLS
Rhyncholaeliocattley,Village Chief Chanel x C. Chocolate Drop Kodama Am/aos X Brassolaeliocattleya Goldenzelle 'Lemon Chiffon',H-002543,06-jun-23,16-mar-24,PRH17869,V-0,JORGE CASTILLO,1,0,HIBRID_STEFY.XLS
Rhyncholaeliocattley,Suzuki's Matrix X Blc. Mishima Luminous x Blc. La Rosita,H-002544,11-sep-23,19-mar-24,PRH17891,V-0,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Cattleya,Porphyrophlebia x Lc. Frenchy's Melagne 'Cylvia' X Cattleya CF 370,H-002545,24-jul-23,19-mar-24,PRH17892,V-0,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Potinara,Perfect Choice ' Noble Lady' Bm/joga x Blc. Lawless Freischutz Carmela X Blc. Shinfong Little Sun 'Ecuagenera Sunrise',H-002546,10-Apr-23,19-mar-24,PRH17893,V-31 M-51B,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Oncidium,Cholita Cuencana X Odontioda Oa-4 Durham Point x Ingmar x Or64 George Mchahon Fortuna,H-002547,15-Aug-23,19-mar-24,PRH17894,V-17 M-7D,CARLOS GUACHISACA,2,0,HIBRID_STEFY.XLS
Cattleya,Chamberlainiana (1881) x Cattleya Canhamiana coerulea Azure Sky,H-002548,11-oct-23,19-mar-24,PRH17895,V-31 M-49B,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Sarcochilus,Newbold Alta x Sarcochilus Newbold Frost Bite,H-002549,25-jul-23,22-mar-24,PRH17898,V-37 M-21B,CARLOS GUACHISACA,2,0,HIBRID_STEFY.XLS
Oncidium,cariniferum x Trichocentrum cebolleta,H-002550,30-Aug-23,23-mar-24,PRH17899,V-0,JORGE CASTILLO,1,0,HIBRID_STEFY.XLS
Rhyncholaeliocattley,Guillermo Lasso x Cattleya intermedia coerulea Gigi,H-002551,28-jul-23,22-mar-24,PRH17901,V-0,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Rhyncholaeliocattley,Tree Brothers x Sophrolaeliocattleya Kawa Bricht,H-002552,05-Aug-23,26-mar-24,PRH17903,V-31 M-56B,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Brassolaeliocattleya,Alma Kee x C. Aristocrat X Blc. Hibrida Yellow x Blc. Pamela Hetherington,H-002553,14-Apr-23,30-mar-24,PRH17916,V-31 M-10B,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Rhyncholaeliocattley,Maria Brown X Potinara Nonthaburi Fancy x Pot. Phiti x Lc. Melody Fair 'Carol' M214,H-002554,24-jul-23,30-mar-24,PRH17917,V-31 M-50B,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Lycaste,Katsuragawa Yellow Bird 'SM/JGP x 'Canary' SM/JOGA X Lycaste Cassiopeia wild peach x Lycaste Muromachi,H-002555,15-Apr-23,28-mar-24,PRH17918,V-34 M-24A,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Brassolaeliocattleya,Vicky Gold x Blc. Almakee X Brassolaeliocattleya Amuala Brazil x Blc. Lawless Romeo Delight,H-002556,22-jun-23,01-Apr-24,PRH17919,V-31 M-50A,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Cattleya,Valda (1901) Ecuagenera x Schomburgkia undulata xanthina,H-002557,28-jul-23,02-Apr-24,PRH17920,V-31 M-51B,CARLOS GUACHISACA,2,0,HIBRID_STEFY.XLS
Cattleya,Valda (1901) x Laelia briegeri,H-002558,17-may-23,02-Apr-24,PRH17921,V-0,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Sarcochilus,Nelligen #1 x Sarcochilus George Colthup 'Lloyd' X Sarcochilus Nelligen #1 x Sarcochilus (Joy x Heidi) 'Nice',H-002559,25-jul-23,04-Apr-24,PRH17926,V-37 M-22B,CARLOS GUACHISACA,3,0,HIBRID_STEFY.XLS
Rodriguezia,lanceolata x Brassia arcuigera,H-002560,09-Jan-24,06-Apr-24,PRH17933,V-0,MILTON TACURI,1,0,HIBRID_STEFY.XLS
Tolumnia,Jairak Firm 'Red Devil' x Rodriguezia dodsoniana,H-002561,05-Jan-24,06-Apr-24,PRH17934,V-0,MILTON TACURI,1,0,HIBRID_STEFY.XLS
Rodriguezia,venusta x Rodriguezia lanceolata,H-002562,19-Jan-24,06-Apr-24,PRH17935,V-0,MILTON TACURI,1,0,HIBRID_STEFY.XLS
Rodriguezia,venusta x Brassia arcuigera,H-002563,19-Jan-24,06-Apr-24,PRH17936,V-3 M-1A,MILTON TACURI,1,0,HIBRID_STEFY.XLS
Cattleya,intermedia coerulea Gigi x Cattleya Aurora (1905),H-002564,04-Aug-23,06-Apr-24,PRH17937,V-0,MILTON TACURI,1,0,HIBRID_STEFY.XLS
Cattleya,Gemma (1899) x Prosthechea crassilabia,H-002565,25-oct-23,06-Apr-24,PRH17938,V-0,MILTON TACURI,3,0,HIBRID_STEFY.XLS
Phragmipedium,Pepe Portilla x Phragmipedium besseae,H-002566,26-nov-23,06-Apr-24,PRH17939,V-34 M-19A,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Laeliocattleya,Carmela Mildred X Potinara Nonthaburi Fancy x Pot. Phiti x Lc. Melody Fair 'Carol' M214,H-002567,07-oct-23,06-Apr-24,PRH17940,V-31 M-11A,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Cattlianthe,Vito Munoz x Catt. Batemaniana,H-002568,04-Dec-23,10-Apr-24,PRH17946,V-31 M-51B,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Rhyncholaeliocattley,Hubert Garton x Cattleya dowiana,H-002569,26-sep-23,10-Apr-24,PRH17947,V-31 M-50B,CARLOS GUACHISACA,2,0,HIBRID_STEFY.XLS
Catyclia,Betsy Portilla x Laelia sanguiloba,H-002570,17-nov-23,10-Apr-24,PRH17948,V-32 M-3C,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Cattlianthe,Vito Munoz 'Guayaca' X Blc. Toshie Aoki x Rhyc. Waianae King 'hawaii' X Catt. Hibrida (Blc. Purple The Best),H-002571,23-jul-23,10-Apr-24,PRH17949,V-31 M-50B,CARLOS GUACHISACA,2,0,HIBRID_STEFY.XLS
Paphiopedilum,hangianum '#10' x Paph. armeniacum 'Treasure' X Paphiopedilum Wossner China Moon,H-002572,01-sep-23,10-Apr-24,PRH17950,V-5 M-4A,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Paphiopedilum,Hung Sheng Eagle x Paphiopedilum Shin - Yi Sanders,H-002573,15-Dec-23,10-Apr-24,PRH17951,V-5 M-3A,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Cattleya,Sabiango x Cattleya CF 370,H-002574,29-jul-23,10-Apr-24,PRH17952,V-31 M-26A,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Rhyncattleanthe,Young-Min Orange x Rth.Little Fairy X Rhyncattleanthe Young-Min Orange 'Golden Satisfaction',H-002575,30-Jan-23,10-Apr-24,PRH17953,V-31 M-49B,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Rhyncholaeliocattley,Uzhupud Garden x Cattlianthe Andean Honey,H-002576,30-jun-23,10-Apr-24,PRH17954,V-0,CARLOS GUACHISACA,2,0,HIBRID_STEFY.XLS
Lepanthes,telipogoniflora x Lepanthes fimbriata,H-002577,14-Jan-24,12-Apr-24,PRH17957,V-15 P-C,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Cattleya,Lucia Fernandez x Cattlianthe Andean Honey 'Pangui',H-002578,27-jul-23,15-Apr-24,PRH17961,V-0,MARIA ANGAMARCA,1,0,HIBRID_STEFY.XLS
Cattleya,dormaniana x Laeliocattleya Mi Morena,H-002579,05-feb-24,16-Apr-24,PRH17966,V-31 M-11A,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Psychopsis,versteegiana x Tolumnia Jairak Flyer # 703,H-002580,05-Jan-24,17-Apr-24,PRH17967,V-0,HENRY LOZANO,1,0,HIBRID_STEFY.XLS
Masdevallia,Hibrida 'Hercules' x Masdevallia Len Zieff,H-002581,24-jun-23,18-Apr-24,PRH17968,V-25 M-3C,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Otoglossum,candelabrum x Otoglossum coronarium,H-002582,27-jun-23,18-Apr-24,PRH17969,V-25 M-1B,CARLOS GUACHISACA,5,0,HIBRID_STEFY.XLS
Lycaste,macrophylla 'Uzhupud' x Lycaste Maria Liz,H-002583,18-Apr-23,19-Apr-24,PRH18004,V-0,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Rhyncholaeliocattley,Cornerstone x Schomburgkia splendida,H-002584,02-jun-23,22-Apr-24,PRH18005,V-31 M-52B,CARLOS GUACHISACA,2,0,HIBRID_STEFY.XLS
Cattleya,Monica de Wit 'Uzhupud' X Lc. Aussie Sunset 'cosmic Fire' x P. Irene Fell Ruby Red  h00056,H-002585,20-nov-23,22-Apr-24,PRH18006,V-31 M-50B,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Laeliocattleya,Mildred Rives x Rhyncholaeliocattleya Odom's Amethyst Leopard,H-002586,20-oct-23,22-Apr-24,PRH18007,V-31 M-49B,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Oncostele,Carolina Jijon x Oncidium Cholita Cuencana,H-002587,21-jul-23,22-Apr-24,PRH18008,V-0,CARLOS GUACHISACA,2,0,HIBRID_STEFY.XLS
Paphiopedilum,tonsum fma. album x sib X Paph. hangianum '#10' x Paph. armeniacum 'Treasure',H-002588,01-sep-23,22-sep-24,PRH18009,V-5 M-4A,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Rhyncholaeliocattley,Village Chief Chanel x Cattleya Chocolate Drop Kodama Am/aos X Cattleya Felicia,H-002589,02-Jan-23,23-Apr-24,PRH18010,V-31 M-50B,MARIA ANGAMARCA,1,0,HIBRID_STEFY.XLS
Cattleya,Enchantress (1914) x Cattleya Canhamiana coerulea Azure Sky,H-002590,11-oct-23,25-Apr-24,PRH18011,V-31 M-50B,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Brassia,cochleata x Trichocentrum cebolleta,H-002591,15-sep-23,26-Apr-24,PRH18014,V-0,PORTILLA IVAN,1,0,HIBRID_STEFY.XLS
Stanhopea,gibbosa x Coryanthes alborosea,H-002592,19-oct-23,27-Apr-24,PRH18015,V-0,JORGE CASTILLO,1,0,HIBRID_STEFY.XLS
Cattleya,Patricio Almeida x Cattlianthe India Rose Sherwood 'kiilani',H-002593,22-nov-23,27-Apr-24,PRH18016,V-10 M-28A,HUGO ROCANO,1,0,HIBRID_STEFY.XLS
Brassocattleya,Ecuagenera x Rhyncholaeliocattleya Ecuagenera,H-002594,16-Jan-24,27-Apr-24,PRH18017,V-0,HUGO ROCANO,1,0,HIBRID_STEFY.XLS
Cattleya,warscewiczii var sanderiana x Blc. Chia Lin New City X Rlc. Chia Lin New City,H-002595,04-Dec-23,29-Apr-24,PRH18018,V-31 M-49B,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Cattlianthe,Andean Honey X Blc. Hibrida Yellow x Blc. Pamela Hetherington,H-002596,13-sep-23,29-Apr-24,PRH18019,V-31 M-50B,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Paphiopedilum,TB Warren x Paphiopedilum Shin - Yi Sanders,H-002597,01-sep-23,30-Apr-24,PRH18020,V-17 M-8D,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Holcoglossum,lingulatum x Ascocentrum ampullaceum,H-002598,09-Aug-23,30-Apr-24,PRH18021,V-0,CARLOS GUACHISACA,2,0,HIBRID_STEFY.XLS
Odontioda,Star Nigth x Oda. Gene Gettel ' Electronic Sunset ' H00591 X Oncidium Cholita Cuencana,H-002599,24-jul-23,30-Apr-24,PRH18022,V-37 M-16C,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Lycaste,Reina Del Cisne x Anguloa ruckeri,H-002600,09-feb-23,30-Apr-24,PRH18023,V-34 M-27A,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Miltoniopsis,Red Tide 'Ring of Fire' x Miltoniopsis Catalina de Alvarado,H-002601,01-nov-23,30-Apr-24,PRH18024,V-37 M-22B,CARLOS GUACHISACA,2,0,HIBRID_STEFY.XLS
Epidendrum,Eric Hagsater x Epidendrum jasminosmum,H-002602,22-nov-23,02-may-24,PRH18025,V-18 M-1D,CARLOS GUACHISACA,3,0,HIBRID_STEFY.XLS
Rhyncattleanthe,Ecuagenera Dream x Cattleya Fire Magic 'Solar Flame',H-002603,16-Aug-23,03-may-24,PRH18043,V-31 M-49B,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Cattleya,Aurora (1905) X Lc. Aussie Sunset 'cosmic Fire' x P. Irene Fell Ruby Red,H-002604,21-nov-23,04-may-24,PRH18044,V-12 M-11A,CASTILLO ALEJANDRO,1,0,HIBRID_STEFY.XLS
Brassocattleya,Ecuagenera x Rhyncholaeliocattleya Zamora,H-002605,16-Jan-24,04-may-24,PRH18045,V-0,CASTILLO ALEJANDRO,1,0,HIBRID_STEFY.XLS
Laelia,gouldiana x Cattleya dormaniana,H-002606,30-Jan-24,07-may-24,PRH18049,V-32 M-3C,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Coryanthes,elegantium x Gongora superflua,H-002607,23-feb-24,08-may-24,PRH18053,V-0,HENRY LOZANO,1,0,HIBRID_STEFY.XLS
Miltoniopsis,Angel Tears x Miltoniopsis Herralexandre,H-002608,19-sep-23,10-may-24,PRH18054,V-37 M-10D,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Rhynchobrassoleya,Purple Cricket x Rhyncholaeliocattleya Waianae Leopard Ching Hua M127,H-002609,22-Aug-23,13-may-24,PRH18055,V-31 M-49B,MARIA ANGAMARCA,1,0,HIBRID_STEFY.XLS
Cattleya,Dominiana (1859) coerulea splash x Laelia speciosa,H-002610,20-oct-23,14-may-24,PRH18056,V-31 M-35B,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Sophrolaeliocattleya,Mina De Oro M272 4N x Sophrolaeliocattleya India Rose Sherwood 'kiilani' X Cattlianthe Andean Honey 'Pangui',H-002611,27-jul-23,14-may-24,PRH18057,V-31 M-18A,CARLOS GUACHISACA,3,0,HIBRID_STEFY.XLS
Cattleya,Suzuki's Red Flare x Cattleya Chocolate Drop X Brassolaeliocattleya Nobile's Bruno Bruno x C. Netrasiri Darkprince Ruby,H-002612,20-nov-23,14-may-24,PRH18058,V-31 M-50B,CARLOS GUACHISACA,2,0,HIBRID_STEFY.XLS
Lycaste,Luciani x Lycaste Santiago de Guayaquil,H-002613,25-Apr-23,15-may-24,PRH18065,V-34 M-41B,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Lycaste,Cali Bianchi x Lycaste Shonan Melody,H-002614,11-Apr-23,15-may-24,PRH18067,V-0,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Encyclia,phoenicea x Cattleya Gemma (1899),H-002615,09-feb-24,18-may-24,PRH18068,V-0,HUGO ROCANO,3,0,HIBRID_STEFY.XLS
Rodriguezia,venusta x Oncidium Sherry 'Baby',H-002616,29-feb-24,18-may-24,PRH18069,V-3 M-1A,HUGO ROCANO,1,0,HIBRID_STEFY.XLS
Neofinetia,falcata ('Baekum' x 'Kinrokaku') x Rhynchostylis gigantea,H-002617,05-Jan-24,18-may-24,PRH18070,V-0,HUGO ROCANO,1,0,HIBRID_STEFY.XLS
Paphiopedilum,Swithing 'Neptune' x Paphiopedilum Michael Koopowitz,H-002618,21-nov-23,20-may-24,PRH18074,V-5 M-4A,CARLOS GUACHISACA,2,0,HIBRID_STEFY.XLS
Paphiopedilum,Tatung White Knight x Paphiopedilum Michael Koopowitz,H-002619,21-nov-23,20-may-24,PRH18075,V-5 M-3A,CARLOS GUACHISACA,2,0,HIBRID_STEFY.XLS
Brassolaeliocattleya,Shinfong Little Sun 'Ecuagenera Sunrise' X Pot. Mafd Fire Dragon x Pot. Ca02031 Little B.f.e. 'Sangre de Toro',H-002620,05-sep-23,20-may-24,PRH18076,V-31 M-50B,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Rhyncholaeliocattley,Kiat Tan x Blc. Shinfong Little Sun 'Young-Min Golden Boy',H-002621,16-nov-23,20-may-24,PRH18077,V-31 M-50B,CARLOS GUACHISACA,2,0,HIBRID_STEFY.XLS
Mapinguari,desvauxianus x Mormolyca rufescens,H-002622,25-oct-23,22-may-24,PRH18085,V-0,HENRY LOZANO,1,0,HIBRID_STEFY.XLS
Cattleya,Monita Andina x Rlc. Odom's Amethyst Leopard,H-002623,20-oct-23,22-may-24,PRH18086,V-31 M-56A,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Zygopetalum,Ann Kiss x Zygopetalum H0 - 0037 Ec Rhein Harlequin Strong,H-002624,08-Dec-23,22-may-24,PRH18087,V-0,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Bulbophyllum,longiflorum spotted x Bulbophyllum graveolens,H-002625,28-sep-23,24-may-24,PRH18092,V-5 M-2D,CARLOS GUACHISACA,4,0,HIBRID_STEFY.XLS
Rhyncholaeliocattley,Zamora 'Ecuagenera' X Lc. Aussie Sunset 'cosmic Fire' x P. Irene Fell Ruby Red 'Uzhupud',H-002626,21-jul-23,24-may-24,PRH18093,V-31 M-50B,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Cattleya,maxima alba x Caularthron bilamellatum,H-002627,19-Dec-23,24-may-24,PRH18094,V-32 M-7D,CARLOS GUACHISACA,3,0,HIBRID_STEFY.XLS
Phragmipedium,China Dragon x Phragmipedium kovachii,H-002628,26-feb-24,24-may-24,PRH18095,V-34 M-17A,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Phragmipedium,Peruflora's Cirila Alca x Phragmipedium China Dragon,H-002629,09-feb-24,24-may-24,PRH18096,V-34 M-19A,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Potinara,Haw Yuan Doll Golden Star x Blc. Sanyung Ruby H00122 X Rth. Chief Sunny 'Sun Kiss',H-002630,28-jul-23,24-may-24,PRH18097,V-31 M-47B,CARLOS GUACHISACA,3,0,HIBRID_STEFY.XLS
Rhynchobrassoleya,Purple Cricket x Laeliocattleya Maya Andina,H-002631,30-Dec-23,24-may-24,PRH18098,V-31 M-49B,CARLOS GUACHISACA,2,0,HIBRID_STEFY.XLS
Rhyncholaeliocattley,Ecuagenera Delight 'Sunset x Cattleya Virgen de Guadalupe,H-002632,11-oct-23,24-may-24,PRH18099,V-31 M-51B,CARLOS GUACHISACA,2,0,HIBRID_STEFY.XLS
Paphiopedilum,Wossner China Moon X Paph. Lady Isobel x Paph. Booth's Sand Lady,H-002633,13-sep-23,31-may-24,PRH18124,V-5 M-4A,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Lycaste,Jason X Lycaste x michelii x Lycaste Muromachi,H-002634,04-Aug-23,31-may-24,PRH18125,V-34 M-1C,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Laelia,cinnabarina x Epidendrum xanthinum,H-002635,15-feb-24,31-may-24,PRH18126,V-32 M-4D,CARLOS GUACHISACA,2,0,HIBRID_STEFY.XLS
Rhyncholaeliocattley,Mari's Song x Elegant Dancer X Laelia tenebrosa 'Uzhupud Garden',H-002636,16-Jan-24,04-jun-24,PRH18127,V-31 M-48A,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Lycaste,Alma de mi Alma X Lycate Sunray White Unicorn x Lyc. skinneri alba 'Snow Angel',H-002637,26-sep-23,04-jun-24,PRH18128,V-34 M-24A,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Rhyncholaeliocattley,Hubert Garton x Rhyncholaeliocattleya Shunguito,H-002638,27-Dec-23,04-jun-24,PRH18129,V-0,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Cattleya,milleri x Epidendrum xanthinum,H-002639,15-feb-24,07-jun-24,PRH18133,V-32 M-4D,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Brassocattleya,Saint Andre x Rhyncholaeliocattleya Ingrid de Portilla,H-002640,14-Jan-24,07-jun-24,PRH18134,V-31 M-51A,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Vuylstekeara,Cambrea  Plush + Hl x Oncidium Tiger Brew,H-002641,22-Aug-23,07-jun-24,PRH18135,V-37 M-1B,CARLOS GUACHISACA,2,0,HIBRID_STEFY.XLS
Laelia,sincorana x Brassavola acaulis,H-002642,23-nov-23,07-jun-24,PRH18136,V-5 M-2B,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Oncidium,nobile X Oda. Gale Gettel rustic Canyon x Oda Petit Port woosley Hcc (hl1492),H-002643,02-Aug-23,11-jun-24,PRH18139,V-25 M-1B,CARLOS GUACHISACA,3,0,HIBRID_STEFY.XLS
Oncidium,Dr. Diego Vazquez x Oncidium Tiger Brew,H-002644,21-sep-23,11-jun-24,PRH18140,V-0,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Cattleya,Aurora (1905) 'Priscila' (Golden Dawn (1903)) x Rlc. Kiat Tan,H-002645,18-nov-23,12-jun-24,PRH18141,V-0,HENRY LOZANO,1,0,HIBRID_STEFY.XLS
Koellensteinia,ionoptera x Promenaea rollissonii var. aurea,H-002646,05-Dec-23,12-jun-24,PRH18142,V-0,HENRY LOZANO,1,0,HIBRID_STEFY.XLS
Paphiopedilum,Formosa Lady X Paphiopedilum Saint Swithin x Sib,H-002647,20-Dec-23,17-jun-24,PRH18182,V-5 M-3A,CARLOS GUACHISACA,2,0,HIBRID_STEFY.XLS
