F.SIEMBRA;CODIGO;ESPECIE;CLIMA;UBICACI;RESPONSABLE;S.VANA;S.STOCK;C.SOLIC;DISPONE;F.GERMI;E.CAPSU
14/4/2023;PRS0699-010    ;Lepanthes ribes xanthina x spont L;Cool ;P-          ;                    ;  ;0;2500;0;-;Abierta   
14/3/2023;PRS0699-010    ;Lepanthes ribes xanthina x spont L;Cool ;P-          ;                    ;  ;0;2500;0;-;Abierta   
25/8/2018;PIH13317       ;Lepanthes ribes xanthinum x Lths. saltatrix L;Intermedio ;P-          ;                    ;  ;0;1800;0;-;Abierta   
4/1/2019;PIH13317       ;Lepanthes ribes xanthinum x Lths. saltatrix L;Intermedio ;P-          ;                    ;  ;0;1800;0;-;Abierta   
3/1/2019;PIH13317       ;Lepanthes ribes xanthinum x Lths. saltatrix L;Intermedio ;P-          ;                    ;  ;0;1800;0;-;Abierta   
14/9/2021;PRS15839-001   ;Lepanthes rubripetala L;Intermedio ;P-          ;                    ;  ;0;900;0;-;Abierta   
6/3/2017;PRS11182       ;Lepanthes rudicula;IW;P-116 N-C   ;MANUEL RUIZ         ;  ;0;1000;0;-;Cerrada   
20/10/2018;PRS11182-001   ;Lepanthes rudicula L;IW;P-          ;                    ;  ;0;1200;0;-;Abierta   
20/11/2018;PRS11182-001   ;Lepanthes rudicula L;IW;P-          ;                    ;  ;0;1200;0;-;Abierta   
11/8/2011;PRS0701        ;Lepanthes saltatrix;IW;P-116 N-F   ;ANTONIO TENELANDA   ;  ;0;10000;0;-;Abierta   
23/1/2014;PRS0701        ;Lepanthes saltatrix;IW;P-116 N-E   ;PAOLA MEDINA        ;  ;0;10000;0;-;Cerrada   
11/2/2014;PRS0701        ;Lepanthes saltatrix;IW;P-116 N-D   ;PAOLA MEDINA        ;  ;0;10000;0;-;Cerrada   
27/3/2014;PRS0701        ;Lepanthes saltatrix;IW;P-116 N-E   ;ANTONIO TENELANDA   ;  ;0;10000;0;-;Cerrada   
14/5/2014;PRS0701        ;Lepanthes saltatrix;IW;P-          ;                    ;SI;0;10000;0;-;Cerrada   
14/10/2014;PRS0701        ;Lepanthes saltatrix;IW;P-116 N-F   ;MANUEL RUIZ         ;  ;0;10000;0;-;Cerrada   
14/11/2014;PRS0701        ;Lepanthes saltatrix;IW;P-116 N-D   ;MANUEL RUIZ         ;  ;0;10000;0;-;Cerrada   
19/6/2015;PRS0701        ;Lepanthes saltatrix;IW;P-          ;                    ;SI;0;10000;0;-;Abierta   
30/6/2015;PRS0701        ;Lepanthes saltatrix;IW;P-          ;                    ;  ;1;10000;0;-;Abierta   
30/7/2015;PRS0701        ;Lepanthes saltatrix;IW;P-          ;                    ;  ;1;10000;0;-;Abierta   
14/8/2015;PRS0701        ;Lepanthes saltatrix;IW;P-          ;                    ;  ;1;10000;0;-;Abierta   
25/8/2015;PRS0701        ;Lepanthes saltatrix;IW;P-          ;                    ;SI;0;10000;0;-;Abierta   
22/12/2015;PRS0701        ;Lepanthes saltatrix;IW;P-          ;                    ;  ;1;10000;0;-;Cerrada   
29/12/2015;PRS0701        ;Lepanthes saltatrix;IW;P-          ;                    ;  ;1;10000;0;-;Abierta   
26/2/2016;PRS0701        ;Lepanthes saltatrix;IW;P-116 N-D   ;MANUEL RUIZ         ;  ;0;10000;0;-;Abierta   
25/4/2016;PRS0701        ;Lepanthes saltatrix;IW;P-116 N-D   ;MANUEL RUIZ         ;  ;0;10000;0;-;Cerrada   
28/6/2016;PRS0701        ;Lepanthes saltatrix;IW;P-116 N-F   ;MANUEL RUIZ         ;  ;0;10000;0;-;Cerrada   
5/8/2016;PRS0701        ;Lepanthes saltatrix;IW;P-116 N-E   ;MANUEL RUIZ         ;  ;0;10000;0;-;Cerrada   
8/4/2024;PRS0701        ;Lepanthes saltatrix;IW;P-116 N-D   ;MANUEL RUIZ         ;  ;0;10000;0;-;Semiabiert
11/9/2024;PRS0701        ;Lepanthes saltatrix;IW;P-116 N-D   ;MANUEL RUIZ         ;  ;0;10000;0;-;Abierta   
2/10/2024;PRS0701        ;Lepanthes saltatrix;IW;P-116 N-D   ;MANUEL RUIZ         ;  ;0;10000;0;-;Cerrada   
4/10/2024;PRS0701        ;Lepanthes saltatrix;IW;P-116 N-D   ;MANUEL RUIZ         ;  ;0;10000;0;-;Cerrada   
15/1/2025;PRS0701        ;Lepanthes saltatrix;IW;P-116 N-D   ;MANUEL RUIZ         ;  ;0;10000;2;-;Abierta   
3/2/2025;PRS0701        ;Lepanthes saltatrix;IW;P-116 N-C   ;MANUEL RUIZ         ;  ;0;10000;0;-;Abierta   
6/2/2025;PRS0701        ;Lepanthes saltatrix;IW;P-116 N-C   ;MANUEL RUIZ         ;  ;0;10000;2;-;Cerrada   
6/2/2025;PRS0701        ;Lepanthes saltatrix;IW;P-116 N-C   ;MANUEL RUIZ         ;  ;0;10000;1;-;Cerrada   
13/3/2025;PRS0701        ;Lepanthes saltatrix;IW;P-116 N-C   ;MANUEL RUIZ         ;  ;0;10000;1;-;Cerrada   
13/3/2025;PRS0701        ;Lepanthes saltatrix;IW;P-116 N-C   ;MANUEL RUIZ         ;  ;0;10000;1;-;Cerrada   
13/3/2025;PRS0701        ;Lepanthes saltatrix;IW;P-116 N-C   ;MANUEL RUIZ         ;  ;0;10000;1;-;Cerrada   
20/3/2025;PRS0701        ;Lepanthes saltatrix;IW;P-116 N-C   ;MANUEL RUIZ         ;  ;0;10000;1;-;Cerrada   
5/9/2014;PRS0701        ;Lepanthes saltatrix;IW;P-116 N-D   ;PAOLA MEDINA        ;  ;0;10000;0;18/9/2014;Cerrada   
13/2/2015;PRS0701        ;Lepanthes saltatrix;IW;P-116 N-A   ;MANUEL RUIZ         ;  ;0;10000;0;27/2/2015;Abierta   
12/3/2015;PRS0701        ;Lepanthes saltatrix;IW;P-116 N-D   ;MANUEL RUIZ         ;  ;0;10000;0;27/3/2015;Cerrada   
11/2/2015;PRS0701        ;Lepanthes saltatrix;IW;P-116 N-D   ;MANUEL RUIZ         ;  ;0;10000;0;10/4/2015;Abierta   
8/4/2015;PRS0701        ;Lepanthes saltatrix;IW;P-116 N-D   ;MANUEL RUIZ         ;  ;0;10000;0;12/6/2015;Cerrada   
24/4/2015;PRS0701        ;Lepanthes saltatrix;IW;P-116 N-B   ;MANUEL RUIZ         ;  ;0;10000;0;7/8/2015;Cerrada   
20/5/2015;PRS0701        ;Lepanthes saltatrix;IW;P-116 N-D   ;MANUEL RUIZ         ;  ;0;10000;0;7/8/2015;Cerrada   
13/10/2015;PRS0701        ;Lepanthes saltatrix;IW;P-116 N-D   ;MANUEL RUIZ         ;  ;0;10000;0;4/12/2015;Abierta   
5/2/2016;PRS0701        ;Lepanthes saltatrix;IW;P-116 N-D   ;MANUEL RUIZ         ;  ;0;10000;0;11/6/2016;Cerrada   
10/6/2016;PRS0701        ;Lepanthes saltatrix;IW;P-116 N-D   ;MANUEL RUIZ         ;  ;0;10000;0;23/8/2016;Cerrada   
16/6/2019;PRS0701-004    ;Lepanthes saltatrix #1 L;IW;P-          ;                    ;  ;0;1800;0;-;Abierta   
18/6/2019;PRS0701-004    ;Lepanthes saltatrix #1 L;IW;P-          ;                    ;  ;0;1800;0;-;Abierta   
8/9/2016;PRS0701-002    ;Lepanthes saltatrix (Autopoli);IW;P-101 N-F   ;MANUEL RUIZ         ;  ;0;2500;0;-;Cerrada   
31/10/2016;PRS0701-002    ;Lepanthes saltatrix (Autopoli);IW;P-116 N-D   ;MANUEL RUIZ         ;  ;0;2500;0;-;Cerrada   
12/12/2023;PRS0701-002    ;Lepanthes saltatrix (Autopoli);IW;P-          ;                    ;SI;0;2500;0;-;Abierta   
3/2/2024;PRS0701-002    ;Lepanthes saltatrix (Autopoli);IW;P-116 N-D   ;MANUEL RUIZ         ;  ;0;2500;0;-;Cerrada   
21/2/2025;PRS0701-002    ;Lepanthes saltatrix (Autopoli);IW;P-116 N-C   ;MANUEL RUIZ         ;  ;0;2500;1;-;Abierta   
24/3/2025;PRS0701-002    ;Lepanthes saltatrix (Autopoli);IW;P-116 N-D   ;MANUEL RUIZ         ;  ;0;2500;1;-;Cerrada   
3/2/2025;PRS0701-005    ;Lepanthes saltatrix f. xanthina;IW;P-116 N-C   ;MANUEL RUIZ         ;  ;0;1800;1;-;Cerrada   
6/2/2025;PRS0701-005    ;Lepanthes saltatrix f. xanthina;IW;P-          ;                    ;SI;0;1800;0;-;Abierta   
3/1/2019;PRS0701-003    ;Lepanthes saltatrix L;IW;P-          ;                    ;  ;0;1800;0;-;Abierta   
29/5/2019;PRS0701-003    ;Lepanthes saltatrix L;IW;P-          ;                    ;  ;0;1800;0;-;Abierta   
29/7/2019;PRS0701-003    ;Lepanthes saltatrix L;IW;P-          ;                    ;  ;0;1800;0;-;Abierta   
17/8/2019;PRS0701-003    ;Lepanthes saltatrix L;IW;P-          ;                    ;  ;0;1800;0;-;Abierta   
7/1/2020;PRS0701-003    ;Lepanthes saltatrix L;IW;P-116       ;                    ;  ;0;1800;0;-;Abierta   
24/12/2022;PRS0701-003    ;Lepanthes saltatrix L;IW;P-          ;                    ;  ;0;1800;0;-;Abierta   
14/4/2023;PRS0701-003    ;Lepanthes saltatrix L;IW;P-          ;                    ;  ;0;1800;0;-;Abierta   
14/1/2024;PRS0701-003    ;Lepanthes saltatrix L;IW;P-          ;                    ;  ;0;1800;0;-;Abierta   
20/3/2025;PRH19422       ;Lepanthes saltatrix x Lepanthes helicocephala 'Zamora Big';IW;P-116 N-C   ;MANUEL RUIZ         ;  ;0;1500;1;-;Cerrada   
13/3/2025;PRH19399       ;Lepanthes saltatrix x Lepanthes sp 'Alto Tambo';IW;P-116 N-C   ;MANUEL RUIZ         ;  ;0;1200;1;-;Cerrada   
20/3/2025;PRH19399       ;Lepanthes saltatrix x Lepanthes sp 'Alto Tambo';IW;P-116 N-C   ;MANUEL RUIZ         ;  ;0;1200;2;-;Cerrada   
31/3/2025;PRH19399       ;Lepanthes saltatrix x Lepanthes sp 'Alto Tambo';IW;P-116 N-D   ;MANUEL RUIZ         ;  ;0;1200;1;-;Cerrada   
4/4/2025;PRH19399       ;Lepanthes saltatrix x Lepanthes sp 'Alto Tambo';IW;P-116 N-D   ;MANUEL RUIZ         ;  ;0;1200;3;-;Cerrada   
24/3/2025;PRH19399-001   ;Lepanthes saltatrix x Lepanthes sp 'Alto Tambo' inverse crossing;IW;P-116 N-D   ;MANUEL RUIZ         ;  ;0;1200;1;-;Cerrada   
20/3/2025;PRH19429       ;Lepanthes saltatrix x Lepanthes sp 'El Puyo';Intermedio ;P-116 N-C   ;MANUEL RUIZ         ;  ;0;1200;1;-;Cerrada   
14/1/2025;PIH19525-001   ;Lepanthes saltatrix x Lths. calodictyon 'Xanthic' L;IW;P-          ;                    ;  ;0;1800;0;-;Abierta   
31/3/2025;PRH19474       ;Lepanthes saltatrix x Lths. fimbriata;IW;P-116 N-D   ;MANUEL RUIZ         ;  ;0;10000;1;-;Cerrada   
24/4/2025;PRH19632       ;Lepanthes saltatrix x Lths. ligiae;IW;P-101 N-C   ;MANUEL RUIZ         ;  ;0;1500;1;-;Cerrada   
14/4/2025;PRH19577       ;Lepanthes saltatrix x Lths. sp 'Santo Domingo';IW;P-116 N-D   ;MANUEL RUIZ         ;  ;0;1500;2;-;Cerrada   
20/4/2018;PIH12862-001   ;Lepanthes Sauron L;Intermedio ;P-          ;                    ;  ;0;1200;0;-;Abierta   
7/3/2012;PRS0702        ;Lepanthes scalaris;Cool ;P-116 N-F   ;ANTONIO TENELANDA   ;  ;0;      ;0;-;Cerrada   
16/6/2019;PIS14211-001   ;Lepanthes schugii L;Intermedio ;P-          ;                    ;  ;0;1500;0;-;Abierta   
4/9/2024;PRS18324       ;Lepanthes scrotifera;IW;P-116 N-D   ;MANUEL RUIZ         ;  ;0;1500;0;-;Cerrada   
20/3/2025;PRS18324       ;Lepanthes scrotifera;IW;P-116 N-C   ;MANUEL RUIZ         ;  ;0;1500;1;-;Cerrada   
20/3/2025;PRS18324       ;Lepanthes scrotifera;IW;P-116 N-C   ;MANUEL RUIZ         ;  ;0;1500;3;-;Cerrada   
20/3/2025;PRS18324       ;Lepanthes scrotifera;IW;P-116 N-C   ;MANUEL RUIZ         ;  ;0;1500;1;-;Cerrada   
24/3/2025;PRS18324       ;Lepanthes scrotifera;IW;P-116 N-D   ;MANUEL RUIZ         ;  ;0;1500;6;-;Cerrada   
4/4/2025;PRS18324       ;Lepanthes scrotifera;IW;P-116 N-D   ;MANUEL RUIZ         ;  ;0;1500;1;-;Cerrada   
14/5/2014;PRH9532        ;Lepanthes Sherry Bridygham;Intermedio ;P-116 N-D   ;ANTONIO TENELANDA   ;  ;0;1000;0;-;Abierta   
2/5/2016;PRH9532        ;Lepanthes Sherry Bridygham;Intermedio ;P-116 N-C   ;MANUEL RUIZ         ;  ;0;1000;0;-;Cerrada   
29/4/2025;PRH9532        ;Lepanthes Sherry Bridygham;Intermedio ;P-101 N-C   ;MANUEL RUIZ         ;  ;0;1000;2;-;Cerrada   
8/9/2016;PRH9532-001    ;Lepanthes Sherry Bridygham (Autopoli);Intermedio ;P-101 N-F   ;MANUEL RUIZ         ;  ;0;1500;0;-;Cerrada   
12/10/2016;PRH9532-001    ;Lepanthes Sherry Bridygham (Autopoli);Intermedio ;P-116 N-E   ;MANUEL RUIZ         ;  ;0;1500;0;-;Cerrada   
7/7/2017;PRH9532-001    ;Lepanthes Sherry Bridygham (Autopoli);Intermedio ;P-116 N-D   ;MANUEL RUIZ         ;  ;0;1500;0;-;Cerrada   
9/5/2018;PRH9532-001    ;Lepanthes Sherry Bridygham (Autopoli);Intermedio ;P-116 N-D   ;MANUEL RUIZ         ;  ;0;1500;0;-;Cerrada   
13/6/2018;PRH9532-001    ;Lepanthes Sherry Bridygham (Autopoli);Intermedio ;P-116 N-D   ;MANUEL RUIZ         ;  ;0;1500;0;-;Cerrada   
6/9/2018;PRH9532-001    ;Lepanthes Sherry Bridygham (Autopoli);Intermedio ;P-116 N-D   ;PAOLA MEDINA        ;  ;0;1500;0;14/12/2018;Cerrada   
28/1/2019;PRH9532-001    ;Lepanthes Sherry Bridygham (Autopoli);Intermedio ;P-116 N-D   ;MANUEL RUIZ         ;  ;0;1500;0;29/4/2019;Cerrada   
21/3/2019;PRH9532-001    ;Lepanthes Sherry Bridygham (Autopoli);Intermedio ;P-116 N-D   ;MANUEL RUIZ         ;  ;0;1500;0;28/6/2019;Cerrada   
8/11/2024;PRH9532-003    ;Lepanthes Sherry Bridygham inverse crossing;Intermedio ;P-116 N-D   ;MANUEL RUIZ         ;  ;0;1500;1;-;Cerrada   
24/12/2022;PRS12533-001   ;Lepanthes sijmii L;Cool ;P-          ;                    ;  ;0;1000;0;-;Abierta   
14/4/2023;PRS12533-001   ;Lepanthes sijmii L;Cool ;P-          ;                    ;  ;0;1000;0;-;Abierta   
14/4/2023;PRS12533-001   ;Lepanthes sijmii L;Cool ;P-          ;                    ;  ;0;1000;0;-;Abierta   
28/1/2017;PRS12153       ;Lepanthes sijmii X Lepanthes ingridiana;Intermedio ;P-          ;                    ;  ;0;1400;0;-;Abierta   
9/8/2010;PRS0704        ;Lepanthes smaragdina;Cool ;P-116 N-E   ;EDISON LOJANO       ;  ;0;700;0;-;Semiabiert
5/8/2010;PRS4205        ;Lepanthes sp;Warm ;P-102 N-E   ;EDISON LOJANO       ;  ;0;600;0;-;Semiabiert
7/3/2014;PRS4205        ;Lepanthes sp;Warm ;P-116 N-D   ;ANTONIO TENELANDA   ;  ;0;600;0;-;Abierta   
11/12/2017;PRS4205-222    ;Lepanthes sp;Warm ;P-116 N-D   ;MANUEL RUIZ         ;  ;0;      ;0;-;Cerrada   
8/9/2023;PRS4205        ;Lepanthes sp;Warm ;P-116 N-D   ;MANUEL RUIZ         ;  ;0;600;0;-;Cerrada   
31/5/2024;PRS4205-164    ;Lepanthes sp #1 'Condor';Warm ;P-116 N-D   ;PATRICIA ZHIÑIN     ;  ;0;700;0;-;Abierta   
11/2/2011;PRS0647        ;Lepanthes sp #2;Cool ;P-102 N-C   ;ANTONI              ;  ;0;      ;0;-;Cerrada   
3/5/2016;PRS4205-162    ;Lepanthes sp #4;Warm ;P-116 N-C   ;MANUEL RUIZ         ;  ;0;400;0;-;Cerrada   
2/9/2016;PRS4205-182    ;Lepanthes sp #5 Chical;Warm ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;1000;0;14/10/2016;Cerrada   
13/2/2025;PRS4205-336    ;Lepanthes sp (Autopoli);Warm ;P-116 N-C   ;MANUEL RUIZ         ;  ;0;700;2;-;Cerrada   
13/2/2025;PRS4205-336    ;Lepanthes sp (Autopoli);Warm ;P-116 N-C   ;MANUEL RUIZ         ;  ;0;700;2;-;Cerrada   
26/3/2025;PRS4205-336    ;Lepanthes sp (Autopoli);Warm ;P-116 N-D   ;MANUEL RUIZ         ;  ;0;700;1;-;Cerrada   
10/4/2025;PRS4205-336    ;Lepanthes sp (Autopoli);Warm ;P-116 N-D   ;MANUEL RUIZ         ;  ;0;700;1;-;Cerrada   
23/8/2016;PRS4205-181    ;Lepanthes sp (uxoria type);Warm ;P-102 N-D   ;MANUEL RUIZ         ;  ;0;1200;0;-;Cerrada   
2/5/2011;PRS4205-019    ;Lepanthes sp 001432;Warm ;P-0         ;ANTONIO TENELANDA   ;SI;0;      ;0;-;Cerrada   
3/8/2012;PRS4205-147    ;Lepanthes sp 001963;Warm ;P-116 N-F   ;ANTONIO TENELANDA   ;  ;0;400;0;-;Abierta   
1/8/2012;PRS4205-139    ;Lepanthes sp 002847;Warm ;P-119 N-F   ;ANTONIO TENELANDA   ;  ;0;400;0;-;Cerrada   
21/11/2017;PRS4205-139    ;Lepanthes sp 002847;Warm ;P-116 N-D   ;MANUEL RUIZ         ;  ;0;400;0;17/2/2018;Cerrada   
17/2/2019;PRS4205-281    ;Lepanthes sp 1 L;Warm ;P-          ;                    ;  ;0;1000;0;-;Abierta   
2/9/2016;PRS4205-148    ;Lepanthes sp 15;Warm ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;      ;0;-;Cerrada   
28/5/2017;PRS4205-213    ;Lepanthes sp aff Absens Cerro de la Virgen;Warm ;P-          ;                    ;  ;0;1500;0;-;Abierta   
14/1/2025;PRS4205-348    ;Lepanthes sp aff alkaia red;Warm ;P-          ;                    ;  ;0;1200;0;-;Abierta   
17/6/2019;PRS4205-273    ;Lepanthes sp aff calophlebia;Warm ;P-          ;                    ;  ;0;1500;0;-;Abierta   
14/1/2025;PRS4205-346    ;Lepanthes sp aff cassidea green Cielo Verde;Warm ;P-          ;                    ;  ;0;1500;0;-;Abierta   
25/2/2012;PRS4205-145    ;Lepanthes sp aff glabella Condor big glowers;Warm ;P-101 N-B   ;ANTONIO TENELANDA   ;  ;0;      ;0;-;Abierta   
3/1/2019;PRS4205-266    ;Lepanthes sp aff hexapus Lita;Warm ;P-          ;                    ;  ;0;2000;0;-;Abierta   
9/12/2024;PRS4205-329    ;Lepanthes sp aff intalurus L;Warm ;P-116 N-D   ;MANUEL RUIZ         ;  ;0;700;0;-;Cerrada   
14/1/2025;PRS4205-349    ;Lepanthes sp aff jugum Mindo;Warm ;P-          ;                    ;  ;0;1800;0;-;Abierta   
14/1/2025;PRS4205-350    ;Lepanthes sp aff jugum Mindo wild seeds;Warm ;P-          ;                    ;  ;0;1800;0;-;Abierta   
29/7/2019;PRS4205-277    ;Lepanthes sp aff papyrophylla red;Warm ;P-          ;                    ;  ;0;1800;0;-;Abierta   
26/8/2018;PRS4205-260    ;Lepanthes sp aff uxoria mini;Warm ;P-          ;                    ;  ;0;2000;0;-;Abierta   
17/6/2019;PRS4205-260    ;Lepanthes sp aff uxoria mini;Warm ;P-          ;                    ;  ;0;2000;0;-;Abierta   
17/6/2019;PRS4205-272    ;Lepanthes sp aff uxoria mini #1;Warm ;P-          ;                    ;  ;0;2000;0;-;Abierta   
17/6/2019;PRS4205-271    ;Lepanthes sp aff uxoria mini #2;Warm ;P-          ;                    ;  ;0;2000;0;-;Abierta   
11/2/2025;PRH19318       ;Lepanthes sp 'Alto Tambo' x Lths. tentaculata;IW;P-116 N-C   ;MANUEL RUIZ         ;  ;0;1200;0;-;Cerrada   
24/4/2025;PRS4205-358    ;Lepanthes sp 'Alto Tambo' x self;Warm ;P-101 N-C   ;MANUEL RUIZ         ;  ;0;1000;1;-;Cerrada   
5/6/2019;PRS4205-269    ;Lepanthes sp Baeza;Warm ;P-116 N-D   ;MANUEL RUIZ         ;  ;0;500;0;-;Abierta   
24/3/2025;PRS4205-320    ;Lepanthes sp 'Chicana';Warm ;P-116 N-D   ;MANUEL RUIZ         ;  ;0;800;1;-;Cerrada   
26/3/2025;PRS4205-320    ;Lepanthes sp 'Chicana';Warm ;P-116 N-D   ;MANUEL RUIZ         ;  ;0;800;4;-;Cerrada   
14/4/2025;PRS4205-320    ;Lepanthes sp 'Chicana';Warm ;P-116 N-D   ;MANUEL RUIZ         ;  ;0;800;1;-;Cerrada   
4/9/2024;PRS4205-324    ;Lepanthes sp Chicaña 001 (Autopoli);Warm ;P-116 N-D   ;MANUEL RUIZ         ;  ;0;800;1;-;Cerrada   
16/8/2024;PRS4205-319    ;Lepanthes sp 'Chicana' 1;Warm ;P-116 N-D   ;EDISON LOJANO       ;  ;0;800;0;-;Cerrada   
13/9/2023;PRS4205-270    ;Lepanthes sp 'Chillanes';Warm ;P-116 N-D   ;MANUEL RUIZ         ;  ;0;500;0;-;Cerrada   
19/7/2012;PRS4205-146    ;Lepanthes sp Chiriboga;Warm ;P-116 N-F   ;ANTONIO TENELANDA   ;  ;0;      ;0;-;Cerrada   
21/4/2025;PRS4205-114    ;Lepanthes sp Colombia;Warm ;P-101 N-C   ;MANUEL RUIZ         ;  ;0;700;1;-;Cerrada   
24/4/2025;PRS4205-114    ;Lepanthes sp Colombia;Warm ;P-101 N-C   ;MANUEL RUIZ         ;  ;0;700;1;-;Cerrada   
2/4/2025;PRS4205-343    ;Lepanthes sp Colombia (Autopoli);Warm ;P-116 N-D   ;MANUEL RUIZ         ;  ;0;700;1;-;Abierta   
19/2/2020;PRS4205-292    ;Lepanthes sp Costarica L;Warm ;P-          ;                    ;  ;0;1200;0;-;Abierta   
14/1/2025;PRS4205-347    ;Lepanthes sp Double Yellow;Warm ;P-          ;                    ;  ;0;1200;0;-;Abierta   
8/4/2025;PRH19561       ;Lepanthes sp 'El Coca' x Lepanthes calodictyon;Warm ;P-116 N-D   ;MANUEL RUIZ         ;  ;0;1500;0;-;Cerrada   
20/11/2018;PRS4205-265    ;Lepanthes sp 'fishbore' L;Warm ;P-          ;                    ;  ;0;1500;0;-;Abierta   
23/11/2018;PRS4205-261    ;Lepanthes sp gargantua aff;Warm ;P-116 N-D   ;MANUEL RUIZ         ;  ;0;500;0;-;Abierta   
21/11/2018;PRS4205-261    ;Lepanthes sp gargantua aff;Warm ;P-116 N-D   ;MANUEL RUIZ         ;  ;1;500;0;25/1/2019;Cerrada   
7/10/2024;PRS4205-326    ;Lepanthes sp Guayzimi (Autopoli);Warm ;P-116 N-D   ;MANUEL RUIZ         ;  ;0;800;0;-;Abierta   
20/7/2023;PRS4205-299    ;Lepanthes sp Jardin # 1;Warm ;P-116 N-D   ;MANUEL RUIZ         ;  ;1;400;0;-;Cerrada   
20/7/2023;PRS4205-298    ;Lepanthes sp Jardin # 2;Warm ;P-116 N-D   ;MANUEL RUIZ         ;  ;0;600;0;-;Cerrada   
17/11/2017;PRS4205-218    ;Lepanthes sp 'Jiima' (Autopoli);Warm ;P-116 N-D   ;MANUEL RUIZ         ;  ;0;1000;0;17/2/2018;Abierta   
19/4/2017;PRS4205-210    ;Lepanthes sp Jima;Warm ;P-116 N-C   ;MANUEL RUIZ         ;  ;0;1000;0;18/8/2017;Cerrada   
12/4/2025;PRS4205-353    ;Lepanthes sp Jose (Autopoli);Warm ;P-116 N-D   ;MANUEL RUIZ         ;  ;0;1000;3;-;Cerrada   
24/4/2025;PRS4205-353    ;Lepanthes sp Jose (Autopoli);Warm ;P-101 N-C   ;MANUEL RUIZ         ;  ;0;1000;4;-;Cerrada   
17/2/2019;PRS4205-280    ;Lepanthes sp L;Warm ;P-          ;                    ;  ;0;1000;0;-;Abierta   
14/4/2025;PRS4205-344    ;Lepanthes sp Lita Jolis;Warm ;P-116 N-D   ;MANUEL RUIZ         ;  ;0;1000;2;-;Cerrada   
21/4/2025;PRS4205-356    ;Lepanthes sp Lita Jolis (Autopoli);Warm ;P-101 N-C   ;MANUEL RUIZ         ;  ;0;1000;1;-;Cerrada   
21/4/2025;PRS4205-357    ;Lepanthes sp Lita Zafire (Autopoli);Warm ;P-101 N-C   ;MANUEL RUIZ         ;  ;0;1000;1;-;Cerrada   
16/12/2021;PRS4205-117    ;Lepanthes sp Loja;Warm ;P-116 N-D   ;MANUEL RUIZ         ;  ;0;500;0;-;Abierta   
10/9/2024;PRS4205-117    ;Lepanthes sp Loja;Warm ;P-116 N-D   ;MANUEL RUIZ         ;  ;0;500;0;-;Cerrada   
11/12/2017;PRS4205-117    ;Lepanthes sp Loja;Warm ;P-116 N-D   ;MANUEL RUIZ         ;  ;0;500;0;17/2/2018;Cerrada   
15/3/2016;PRS4205-161    ;Lepanthes sp 'Loma de la Virgen';Warm ;P-116 N-D   ;MANUEL RUIZ         ;  ;0;600;0;11/6/2016;Abierta   
10/8/2011;PRS4205-140    ;Lepanthes sp Macas;Warm ;P-116 N-F   ;ANTONIO TENELANDA   ;  ;0;      ;0;-;Cerrada   
11/8/2011;PRS4205-140    ;Lepanthes sp Macas;Warm ;P-116 N-F   ;ANTONIO TENELANDA   ;  ;0;      ;0;-;Abierta   
26/11/2013;PRS4205-156    ;Lepanthes sp matanga;Warm ;P-116 N-D   ;PAOLA MEDINA        ;  ;0;500;0;-;Cerrada   
16/3/2014;PRS4205-156    ;Lepanthes sp matanga;Warm ;P-116 N-D   ;PAOLA MEDINA        ;  ;0;500;0;-;Abierta   
15/12/2016;PRS4205-209    ;Lepanthes sp mini 2;Warm ;P-          ;                    ;  ;0;2500;0;-;Abierta   
20/1/2018;PRS4205-255    ;Lepanthes sp mini Red Limon L;Warm ;P-          ;                    ;  ;0;1800;0;-;Abierta   
20/11/2018;PRS4205-255    ;Lepanthes sp mini Red Limon L;Warm ;P-          ;                    ;  ;0;1800;0;-;Abierta   
14/4/2025;PRS4205-354    ;Lepanthes sp 'Muchime' (Autopoli);Warm ;P-116 N-D   ;MANUEL RUIZ         ;  ;0;1000;0;-;Cerrada   
10/10/2017;PRS4205-172    ;Lepanthes sp 'Nambija';Warm ;P-          ;                    ;SI;0;      ;0;-;Abierta   
2/9/2016;PRS4205-177    ;Lepanthes sp 'Nambija' #5;Warm ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;      ;0;-;Semiabiert
2/6/2016;PRS4205-171    ;Lepanthes sp pilosella type 'Chical';Warm ;P-116 N-D   ;MANUEL RUIZ         ;  ;0;400;0;-;Cerrada   
2/6/2016;PRS4205-170    ;Lepanthes sp platysepala type 'Chical';Warm ;P-116 N-D   ;MANUEL RUIZ         ;  ;0;400;0;15/7/2016;Cerrada   
24/4/2025;PRS4205-341    ;Lepanthes sp 'Puyo';Warm ;P-101 N-C   ;MANUEL RUIZ         ;  ;0;1000;1;-;Cerrada   
24/4/2025;PRS4205-341    ;Lepanthes sp 'Puyo';Warm ;P-101 N-C   ;MANUEL RUIZ         ;  ;0;1000;1;-;Cerrada   
10/10/2024;PRS4205-327    ;Lepanthes sp Puyo (Autopoli);Warm ;P-116 N-D   ;MANUEL RUIZ         ;  ;0;700;1;-;Abierta   
